Feliz;2023-11-09 20:36:23.037246;1699583783.037257
Feliz;2023-11-09 20:36:23.069588;1699583783.069596
Feliz;2023-11-09 20:36:23.104793;1699583783.1048021
Feliz;2023-11-09 20:36:23.138269;1699583783.1382778
Feliz;2023-11-09 20:36:23.169250;1699583783.1692586
Temeroso;2023-11-09 20:36:23.205702;1699583783.2057123
Temeroso;2023-11-09 20:36:23.237554;1699583783.2375638
Feliz;2023-11-09 20:36:23.304594;1699583783.3046026
Temeroso;2023-11-09 20:36:23.369571;1699583783.3695812
Feliz;2023-11-09 20:36:23.405083;1699583783.4050913
Temeroso;2023-11-09 20:36:23.436671;1699583783.4366796
Temeroso;2023-11-09 20:36:23.469215;1699583783.4692237
Sorprendido;2023-11-09 20:36:23.504902;1699583783.5049107
Sorprendido;2023-11-09 20:36:23.537915;1699583783.5379245
Sorprendido;2023-11-09 20:36:23.569989;1699583783.5699983
Neutral;2023-11-09 20:36:23.606053;1699583783.6060605
Sorprendido;2023-11-09 20:36:23.637518;1699583783.6375287
Sorprendido;2023-11-09 20:36:23.669067;1699583783.669075
Sorprendido;2023-11-09 20:36:23.705048;1699583783.7050564
Sorprendido;2023-11-09 20:36:23.737833;1699583783.7378414
Sorprendido;2023-11-09 20:36:23.770030;1699583783.7700388
Neutral;2023-11-09 20:36:23.805447;1699583783.8054557
Neutral;2023-11-09 20:36:23.837045;1699583783.837055
Neutral;2023-11-09 20:36:23.869185;1699583783.8691936
Temeroso;2023-11-09 20:36:23.937760;1699583783.93777
Temeroso;2023-11-09 20:36:23.974230;1699583783.9742396
Temeroso;2023-11-09 20:36:24.005226;1699583784.005234
